Map: Shrine Ruins | Difficulty: easy | Target: Jagras | Objective: Slay 8 Jagras | Description: Those in-fur-nal Jagras keep messing with my visits to the Shrine Ruins. They're after the offur-ings I bring with me, those rude, blasphemous fiends! Send them running with their tails between their legs!
Map: Elder's Recess | Difficulty: hard | Target: Velkhana | Objective: Slay a Velkhana | Description: As leader of this hunt, I've been granted authority to add new recruits to our ranks. Our target is an incredibly ferocious Velkhana. Want a challenge? Then help us send it to its end!
Map: Arena | Difficulty: hard | Target: Yian Garuga | Objective: Hunt a Yian Garuga | Description: An awfully big Shepherd Hare is inside the arena. Looks a bit different from the usual variety, but no mistaking it's a Shepherd Hare with those ears! You wanna take a look and get some INSPIRATION too!? (Special material rewards)
Map: Hoarfrost Reach | Difficulty: hard | Target: Kirin | Objective: Hunt a Kirin | Description: I just spotted a gigantic Goldspring Macaque! No, seriously! The way it roars into the sky and that electric golden fur, there's no mistaking it! It's going to be my source of INSPIRATION! (Special material rewards)
Map: Coral Highlands | Difficulty: hard | Target: Shara Ishvalda | Objective: Slay a Shara Ishvalda | Description: I've suddenly reached enlightenment. I now know the truth! All life cannot attain their true potential unless they take the same form as when they came into this world. And that means...INSPIRATION! (Special material rewards)
Map: Arena | Difficulty: hard | Target: Kirin | Objective: Hunt a Kirin | Description: Meow, child, we all know that you are the Commission's number one hunter. The only thing you're missing is a golden trophy, so I've gone and fixed up a quest for you to go out and get one. I even threw in a few goodies too. Be back in time fur dinner, meow!
Map: Rotten Vale | Difficulty: hard | Target: Blackveil Vaal Hazak | Objective: Slay a Blackveil Vaal Hazak | Description: When people travel to the other side, there are places full of fear and sadness that you must bear alone. You'll know that same feeling if you face a Blackveil Vaal Hazak. (Special material rewards)
Map: Arena | Difficulty: hard | Target: Kirin, Kirin | Objective: Hunt 2 Kirin | Description: Yeah, hunters are something else. "This won't do... I'm not satisfied", they said with a fire in their eye. Their passion for muscles easily surpasses my inspiration! (Special material rewards)
Map: Arena | Difficulty: hard | Target: Zinogre | Objective: Hunt a Zinogre | Description: The most hunted monster ever, how wonderful! Let me throw you hunters a curveball and offer a slightly different Zinogre! Those shiny things on the ground may look tempting, but be careful not to get a paw to the face!
Map: Rotten Vale | Difficulty: hard | Target: Great Girros, Odogaron, Tigrex, Fulgur Anjanath, Acidic Glavenus | Objective: Hunt all target monsters | Description: The monsters in the Rotten Vale are usually combative, but today they're especially irritated. This could be a huge boon to our research, so suit up and head out!
Map: Rotten Vale | Difficulty: hard | Target: Jyuratodus, Nightshade Paolumu, Glavenus, Black Diablos, Savage Deviljho | Objective: Wildspire Waste | Description: The Wildspire is a vast stretch of land, so it's not every day we see this many monsters duking it out. This could be a huge boon to our research, so suit up and head out!
Map: Hoarfrost Reach | Difficulty: hard | Target: Kirin | Objective: Slay a Kirin | Description: You hear the rumors of ol' Shattered Horn? Sounds like it's shown up in the Hoarfrost Reach, but why it's there and why its horn is broken is as clear as mud! Sounds like a mystery worth investigating, eh?
Map: Arena | Difficulty: hard | Target: Rajang, Rajang | Objective: Hunt 2 Rajang | Description: Boy, I wish I could be as strong as you hunters! Maybe instead of getting buff, I could wearâ€”!? I got it! Yes, INSPIRATION! To the message boards! (Special material rewards)
Map: Elder's Recess | Difficulty: hard | Target: Safi'jiiva | Objective: Complete the assignment | Description: We need you to do some recon on that red monster. Remember, don't get in over your head. Get in, find out what you need, then get out.
Map: Elder's Recess | Difficulty: hard | Target: Safi'jiiva | Objective: Slay Safi'jiiva | Description: Safi'jiiva, the mature form of Lunastra... Reports confirm that it's siphoning energy from its surroundings to heal its wounds. We need to eliminate this threat before it's too late!
Map: Special Arena | Difficulty: hard | Target: Stygian Zinogre | Objective: Hunt a Stygian Zinogre | Description: A new challenger
Map: The Guiding Lands | Difficulty: hard | Target: Nergigante | Objective: Slay a Nergigante | Description: My senior hunting friend went off to slay a Nergigante once, and when I asked about it she just said, "I just don't think you'd understand." Can you believe that? I almost blew up at her! Now I have to go see it for myself.
Map: Hoarfrost Reach | Difficulty: hard | Target: Kirin | Objective: Hunt a Kirin | Description: We know of the Kirin, but only just that. Do you know why? Because when it spots you, it's already over. Can our Sapphire Star stand up to the golden fury?
Map: Coral Highlands | Difficulty: hard | Target: Zinogre, Namielle | Objective: Hunt all target monsters | Description: I have located the ones who command the thunder. I left the task to a group of Fifth Fleet hunters, but they have yet to return. It's up to you now. (Special material rewards)
Map: Ancient Forest | Difficulty: hard | Target: Anjanath, Rathalos, Nargacuga, Yian Garuga, Rajang | Objective: Hunt all target monsters | Description: The Ancient Forest is a living maze, so it's not every day we see this many monsters duking it out. This could be a huge boon to our research, so suit up and head out!
Map: Special Arena | Difficulty: hard | Target: Yian Garuga | Objective: Slay a Yian Garuga | Description: In the monster corner
Map: Arena | Difficulty: hard | Target: Savage Deviljho | Objective: Slay a Savage Deviljho | Description: In the monster corner
Map: Arena | Difficulty: hard | Target: Great Girros | Objective: Slay a Great Girros | Description: We salute all hunters who have conquered the New World using everything at their disposal. Embark on this quest that will challenge you and may the Sapphire Star light your way!
Map: Arena | Difficulty: hard | Target: Stygian Zinogre, Ruiner Nergigante | Objective: Slay all target monsters | Description: We salute all hunters who have conquered the New World using everything at their disposal. Embark on this quest that will challenge you and may the Sapphire Star light your way!
Map: Coral Highlands | Difficulty: hard | Target: Zinogre | Objective: Hunt a Zinogre | Description: I saw a Zinogre in the Coral Highlands! This is itâ€”the perfect opportunity for a study case on Fulgurbugs in the New World! I won't rest until Iâ€”until YOU get me some specimens! (Bonus HR/MR points rewarded upon completion.)
Map: Ancient Forest | Difficulty: hard | Target: Yian Garuga | Objective: Hunt a Yian Garuga | Description: My purr-ank-loving furr-iend told me about this meownster that's the definition of "calm"! I gotta see it for myself! Maybe I should take some earplugs...? Nah, I'll be fine! (Bonus HR/MR points rewarded upon completion.)
Map: Elder's Recess | Difficulty: hard | Target: Brute Tigrex | Objective: Hunt a Brute Tigrex | Description: As soon as we heard that roar in the distance, the hunter I was with sounded the retreat. Good thing, tooâ€”had we heard that roar up close, well, I'm sure I would have been its dinner! (Bonus HR/MR points rewarded upon completion.)
Map: Elder's Recess | Difficulty: hard | Target: Silver Rathalos | Objective: Hunt a Silver Rathalos | Description: At first I thought it was just some light glancing off the rocks in the Elder's Recess, but it was HIM. I never thought I'd live to see this day! It makes me glad I came to the New World. (Bonus HR/MR points rewarded upon completion.)
Map: Elder's Recess | Difficulty: hard | Target: Kirin | Objective: Hunt a Kirin | Description: The golden empress has been spotted. We need the Fifth to prepare and head out. Take care, or the empress may turn the tables on you before you know it. (Bonus HR/MR points rewarded upon completion.)
Map: Wildspire Waste | Difficulty: hard | Target: Rajang | Objective: Hunt a Rajang | Description: The Admiral and some Fivers were talking some absolutely nonsense when they went off on a quest to hunt a Rajang. The Research Commission sure has a lot of hairballed hunters, huh? (Bonus HR/MR points rewarded upon completion.)
Map: Ancient Forest | Difficulty: hard | Target: Great Girros | Objective: Hunt a Great Girros | Description: Us hunters have seen a lot of crazy stuff in our day, but nothing comes close to personifying crazy as that big purple chicken does! Don't lose your cool now. (Bonus HR/MR points rewarded upon completion.)
Map: Arena | Difficulty: hard | Target: Brute Tigrex | Objective: Hunt a Brute Tigrex | Description: Whoa, no wonder this Brute Tigrex's so clean, it's the least hunted monster! Is it crying tears of joy? Wait, those tears look a lot like armor spheres...hmm. Odd. (You cannot obtain monster materials from this quest)
